text,category,quality
"Use Python and the numpy library to perform numerical operations on arrays, including element-wise multiplication and addition.",Research,good
Develop a program to calculate the average of all the numbers in a given list.,Research,poor
Implement a binary search algorithm in Python to find a specific element in a sorted array.,Research,good
"Develop a Python script to extract and transform data from a CSV file, ensuring accurate formatting and compliance with ISO 8601 date standards.",Research,excellent
"Analyze the impact of climate change on global sea levels, considering both short-term and long-term projections.",Research,good
Tell me about blockchain technology.,Research,poor
Create a Java class to implement a basic hash table with an average time complexity of O(1) for insertions and deletions.,Research,excellent
Research the history of artificial intelligence and its major milestones.,Research,good
What is the meaning of life?,Research,poor
"Design a MySQL database schema for a social media platform, including entity relationship diagrams and indexing strategies.",Research,excellent
Compare and contrast the differences between Python 2 and Python 3.,Research,good
Write an article about AI ethics.,Research,poor
Develop a C++ program to simulate a Markov chain with a given transition matrix and initial distribution.,Research,excellent
Study the impact of social media on modern society.,Research,good
Explain the concept of machine learning.,Research,poor
Create a TypeScript function to implement the A* pathfinding algorithm using a binary heap priority queue.,Research,excellent
Research the history of computer science and its major pioneers.,Research,good
Write a novel.,Research,poor
"Design a RESTful API for a real-time analytics platform using Node.js and Express.js, including request and response formatting, error handling, and rate limiting.",Research,excellent
Analyze the performance of different machine learning algorithms on a given dataset.,Research,good
Tell me about the future of space exploration.,Research,poor
Create a Bash script to automate database backups and restores using SQL and rsync.,Research,excellent
Research the economic impact of renewable energy sources.,Research,good
Write a short story.,Research,poor
Develop a Python program to implement the PageRank algorithm using a power iteration method.,Research,excellent
Compare and contrast the features and pricing plans of popular cloud computing platforms.,Research,good
Explain the concept of quantum computing.,Research,poor
Create a PHP function to implement a basic web crawler using curl and DOMDocument.,Research,excellent
Study the cultural impact of social media on modern society.,Research,good
Tell me about the history of video games.,Research,poor
"Design a Go program to implement a basic web server using the net/http package, including request and response formatting, error handling, and logging.",Research,excellent
Analyze the impact of social media on mental health.,Research,good
Explain the concept of natural language processing.,Research,poor
Create a Ruby program to implement a basic hash table with an average time complexity of O(1) for insertions and deletions.,Research,excellent
Research the economic impact of climate change.,Research,good
Write a poem.,Research,poor
Develop a JavaScript function to implement a basic autocomplete algorithm using a Trie data structure.,Research,excellent
Compare and contrast the features and pricing plans of popular cybersecurity solutions.,Research,good
Tell me about the future of renewable energy sources.,Research,poor
"Design a Rust program to implement a basic web server using the actix-web crate, including request and response formatting, error handling, and logging.",Research,excellent
Analyze the performance of different data compression algorithms on a given dataset.,Research,good
Explain the concept of computer vision.,Research,poor
Create a Swift function to implement a basic hash table with an average time complexity of O(1) for insertions and deletions.,Research,excellent
Research the impact of social media on politics.,Research,good
Write a script.,Research,poor
"Develop a Haskell program to implement a basic web server using the wai and warp packages, including request and response formatting, error handling, and logging.",Research,excellent
"Research and compare 3 machine learning algorithms (Decision Trees, Random Forest, Support Vector Machines) for image classification tasks in Python, including their accuracy and computational efficiency. Please provide a table summarizing the results. Constraint: Use only publicly available datasets.",Research,excellent
Analyze the impact of climate change on global food production.,Research,poor
Write a Python program to scrape the top 10 news headlines from CNN's website and store them in a CSV file. Use BeautifulSoup for HTML parsing and pandas for data manipulation. Provide code with comments and a brief explanation of the process.,Research,excellent
Explore the effects of social media on mental health.,Research,poor
"Research and implement a real-time object detection system using YOLOv4 in PyTorch. Compare its performance with other object detection algorithms (SSD, Faster R-CNN). Use the COCO dataset for evaluation and provide a plot showing the results. Constraint: Achieve at least 70% mAP.",Research,excellent
Study the relationship between income and happiness.,Research,poor
"Create a Python script to generate a random graph with 50 nodes and 100 edges using NetworkX. Compute and display the graph's clustering coefficient, diameter, and average shortest path length. Use matplotlib for visualization.",Research,good
"Compare the security features of 3 different encryption algorithms (AES, RSA, Elliptic Curve Cryptography).",Research,good
Develop a recommendation system using collaborative filtering for movie ratings. Implement it in Python and train it on a dataset of user ratings. Provide a list of recommended movies for a given user.,Research,excellent
Analyze the sentiment of customer reviews for a product.,Research,poor
"Research and implement a natural language processing task (part-of-speech tagging, named entity recognition, or dependency parsing) using spaCy. Use the Brown Corpus for evaluation and provide a list of metrics (accuracy, precision, recall, F1 score).",Research,excellent
Examine the impact of sleep deprivation on cognitive function.,Research,poor
"Create a Python script to simulate a simple economic model (e.g., supply and demand) using NumPy and matplotlib. Include a section to analyze the results and draw conclusions.",Research,good
Study the effect of exercise on cardiovascular health.,Research,poor
Research and implement a chatbot using deep learning for sentiment analysis. Train it on a dataset of customer reviews and evaluate its performance using metrics such as accuracy and F1 score.,Research,excellent
Investigate the relationship between air pollution and respiratory diseases.,Research,poor
"Create a Python program to visualize a dataset of weather data (temperature, humidity, wind speed) using matplotlib. Include a section to analyze the correlations between the variables.",Research,good
Analyze the market trends of a particular stock or cryptocurrency.,Research,poor
"Research and implement a predictive model (e.g., linear regression, decision trees) for a real-world dataset (e.g., housing prices, crime rates). Provide a list of metrics (coefficients, R-squared, mean squared error) and a brief explanation of the results.",Research,excellent
Explore the effects of stress on the immune system.,Research,poor
"Create a Python script to perform data preprocessing for a machine learning task (handling missing values, encoding categorical variables, scaling features). Use the Titanic dataset for evaluation and provide a plot showing the results.",Research,good
"Compare the performance of 2 different machine learning algorithms (e.g., SVM, Random Forest) for a classification task. Use the Iris dataset for evaluation and provide a list of metrics (accuracy, precision, recall, F1 score).",Research,good
Develop a web scraper to extract data from a website and store it in a CSV file.,Research,good
Research and implement a recommender system using matrix factorization. Train it on a dataset of user ratings and provide a list of recommended items for a given user.,Research,excellent
Analyze the impact of social media on body image.,Research,poor
Create a Python program to perform clustering analysis on a dataset of customer transactions using k-means clustering. Use the silhouette coefficient to evaluate the quality of the clusters and provide a plot showing the results.,Research,good
Study the effect of diet on cardiovascular health.,Research,poor
"Research and implement a natural language processing task (part-of-speech tagging, named entity recognition) for a real-world dataset (e.g., news articles, product reviews). Provide a list of metrics (accuracy, precision, recall, F1 score) and a brief explanation of the results.",Research,excellent
Examine the relationship between education and income.,Research,poor
"Create a Python script to simulate a complex system (e.g., stock market, epidemiology) using differential equations. Include a section to analyze the results and draw conclusions.",Research,good
Analyze the impact of climate change on polar bears.,Research,poor
"Research and implement a predictive model (e.g., linear regression, decision trees) for a real-world dataset (e.g., housing prices, crime rates). Provide a list of metrics (coefficients, R-squared, mean squared error) and a brief explanation of the results.",Research,excellent
Investigate the effects of meditation on mental health.,Research,poor
Create a Python program to visualize a dataset of network traffic using matplotlib. Include a section to analyze the correlations between the variables.,Research,good
Analyze the market trends of a particular industry.,Research,poor
Research and implement a chatbot using rule-based systems for customer service. Train it on a dataset of customer queries and evaluate its performance using metrics such as accuracy and response time.,Research,excellent
Study the effect of smoking on lung cancer.,Research,poor
"Create a Python script to perform data visualization for a machine learning task (e.g., plotting decision boundaries, visualizing feature importance). Use the Iris dataset for evaluation and provide a plot showing the results.",Research,good
"Compare the performance of 2 different deep learning architectures (e.g., VGG, ResNet) for a classification task. Use the CIFAR-10 dataset for evaluation and provide a list of metrics (accuracy, precision, recall, F1 score).",Research,good
Develop a recommendation system using collaborative filtering for movie ratings. Implement it in Python and train it on a dataset of user ratings.,Research,excellent
"Research and implement a topic modeling technique (e.g., LDA, NMF) for a real-world dataset (e.g., news articles, product reviews). Provide a list of metrics (perplexity, coherence score) and a brief explanation of the results.",Research,excellent
Analyze the impact of social isolation on mental health.,Research,poor
"Create a Python program to simulate a complex system (e.g., stock market, epidemiology) using agent-based modeling. Include a section to analyze the results and draw conclusions.",Research,good
Study the effect of exercise on anxiety.,Research,poor
"Design an AI-powered chatbot for a customer service role in a retail setting, integrate with existing CRM, and ensure 95% accuracy in resolving customer queries within 30 seconds. Format the response as a Python code snippet.",Research,excellent
"Compare the performance of TensorFlow and PyTorch on a computer vision task involving image classification, discuss the trade-offs, and recommend the best approach.",Research,excellent
"Develop a web scraper to extract company information from LinkedIn profiles, including name, title, and industry, and save the data in a CSV file.",Research,good
"Investigate the use of NLP in text summarization, provide a list of popular techniques, and discuss their advantages and disadvantages.",Research,good
I need a summary of machine learning for beginners,Research,poor
"Create a virtual assistant that can schedule appointments, send emails, and make phone calls, using Node.js and a web browser API.",Research,excellent
"Design a neural network architecture for a regression task in finance, involving predicting stock prices, and provide a Python implementation.",Research,excellent
"Build a recommendation system that integrates with an e-commerce platform, using collaborative filtering and content-based filtering, and ensure a 90% accuracy rate.",Research,excellent
"Discuss the differences between supervised and unsupervised learning, and provide examples of each",Research,good
"Write a Python function to preprocess text data for sentiment analysis, including tokenization, stemming, and lemmatization.",Research,good
"I want to learn about AI, give me some suggestions",Research,poor
"Develop a mobile app that uses computer vision to detect objects, detect traffic lights, and provide real-time navigation, using Java and OpenCV.",Research,excellent
"Train a neural network on a dataset of images, using convolutional neural networks and transfer learning, to classify objects in images, and achieve a 95% accuracy rate.",Research,excellent
"Discuss the security risks associated with deep learning models, and provide recommendations for mitigating them.",Research,good
"Build a chatbot that can simulate a conversation with a human, using NLP and machine learning, and ensure a 95% accuracy rate in understanding user input.",Research,excellent
"Create a dashboard to visualize the performance of a machine learning model, including metrics such as accuracy, precision, and recall.",Research,good
"Investigate the use of reinforcement learning in robotics, and provide a list of popular techniques and algorithms.",Research,good
I need help with a project,Research,poor
"Design a recommender system that integrates with a music streaming platform, using matrix factorization and collaborative filtering, and ensure a 90% accuracy rate.",Research,excellent
"Train a model to classify text as spam or not spam, using a dataset of 10,000 samples, and achieve a 98% accuracy rate.",Research,good
"Discuss the limitations of machine learning models, and provide recommendations for addressing them.",Research,good
"Create a tool to visualize the structure of a neural network, including layers, nodes, and connections.",Research,good
I am having trouble with a model,Research,poor
"Develop a tool to extract insights from a dataset, including trends, correlations, and anomalies, and provide a visualization of the results.",Research,excellent
"Design a system to generate synthetic data for machine learning models, including data augmentation and noise injection.",Research,excellent
"Investigate the use of transfer learning in NLP, and provide a list of popular techniques and architectures.",Research,good
I want to learn about deep learning,Research,poor
"Create a model to predict the stock prices of a company, using historical data and technical indicators, and achieve a 95% accuracy rate.",Research,good
"Design a tool to visualize the performance of a machine learning model, including metrics such as accuracy, precision, and recall.",Research,good
I need a project idea,Research,poor
"Develop a model to classify images as faces or non-faces, using a dataset of 10,000 samples, and achieve a 98% accuracy rate.",Research,good
"Discuss the advantages and disadvantages of using deep learning models, and provide recommendations for choosing the right model.",Research,good
"Create a tool to extract insights from a dataset, including trends, correlations, and anomalies, and provide a visualization of the results.",Research,good
"Design a recommender system that integrates with an e-commerce platform, using collaborative filtering and content-based filtering, and ensure a 90% accuracy rate.",Research,excellent
I need help with a project,Research,poor
"Develop a tool to visualize the performance of a machine learning model, including metrics such as accuracy, precision, and recall.",Research,good
"Design a system to generate synthetic data for machine learning models, including data augmentation and noise injection.",Research,excellent
"Investigate the use of reinforcement learning in robotics, and provide a list of popular techniques and algorithms.",Research,good
"Create a dashboard to visualize the performance of a machine learning model, including metrics such as accuracy, precision, and recall.",Research,good
I want to learn about machine learning,Research,poor
"Train a model to classify text as spam or not spam, using a dataset of 10,000 samples, and achieve a 98% accuracy rate.",Research,good
"Create a Python script that reads a CSV file and outputs the unique values in a specific column, formatted as a JSON object, and with a maximum of 10 rows.",General,excellent
"Generate a JavaScript function that calculates the total cost of items in a shopping cart, taking into account sales tax and discounts.",General,excellent
"Design a C++ class to represent a complex number with real and imaginary parts, and provide methods for addition, subtraction, multiplication, and division.",General,excellent
"Build a simple chatbot in Python that responds to basic user queries, such as 'what is your name?' and 'how old are you?'",General,good
"Write a C# program to sort an array of integers in ascending order, then find the average value of the sorted array.",General,good
"Make a PHP function that encrypts a string using a Caesar cipher, with a shift of 3 characters.",General,good
I need a program that does something with data,General,poor
Create a Java application that plays a simple game of tic-tac-toe against a human player.,General,excellent
"Write a Ruby script that reads a text file and counts the frequency of each word, ignoring case and punctuation.",General,excellent
"Build a simple RESTful API in Python using Flask that allows users to create, read, update, and delete (CRUD) books.",General,excellent
"Generate a Go program that calculates the Fibonacci sequence up to a given number, then prints the result.",General,excellent
Create a JavaScript function that validates a credit card number using the Luhn algorithm.,General,excellent
Make a C# program that reads a JSON file and extracts specific data into a new CSV file.,General,good
"Design a C++ class template to represent a graph with weighted edges, and provide methods for adding nodes and edges, as well as finding the shortest path between two nodes.",General,excellent
Build a simple web scraper in Python using BeautifulSoup and Requests to extract data from a website.,General,good
"Write a Java program that reads a list of numbers and finds the maximum value, then prints the result.",General,good
"Generate a PHP function that generates a random password of a specified length, using a mix of uppercase and lowercase letters, numbers, and special characters.",General,good
I need to get some data,General,poor
"Create a Python script that simulates a coin toss game, with a player winning or losing based on the result of the toss.",General,good
"Design a Java class to represent a bank account, with methods for depositing and withdrawing funds, as well as getting the current balance.",General,excellent
"Write a Ruby script that reads a CSV file and outputs the data in a JSON object, with a maximum of 5 rows.",General,excellent
Build a simple machine learning model in Python using scikit-learn to classify handwritten digits.,General,good
"Generate a C++ program that calculates the area and perimeter of a rectangle, given the length and width.",General,good
"Make a JavaScript function that validates a password using a set of rules, including length, digit, and special character requirements.",General,good
I need a task done,General,poor
"Create a Java program that plays a simple game of Rock, Paper, Scissors against a human player.",General,good
"Design a C++ class template to represent a stack, with methods for push, pop, and top operations.",General,excellent
"Write a PHP function that generates a random number between 1 and 100, then prints the result.",General,good
"Build a simple game in Python using Pygame, where a player controls a character that moves around the screen.",General,good
"Generate a Go program that calculates the time complexity of a given algorithm, then prints the result.",General,excellent
"Make a Java class to represent a student, with methods for getting and setting student information.",General,excellent
I need help,General,poor
"Create a C++ program that reads a text file and outputs the contents, with each line numbered.",General,good
"Design a Python class to represent a rectangle, with methods for getting and setting the length and width.",General,good
Write a Ruby script that reads a JSON file and extracts specific data into a new CSV file.,General,good
"Build a simple RESTful API in Python using Flask that allows users to create, read, and delete books.",General,good
"Generate a JavaScript function that calculates the sum of all numbers in an array, then prints the result.",General,good
Make a C# program that reads a CSV file and outputs the data in a JSON object.,General,good
I need a script,General,poor
"Create a Go program that simulates a bank account, with methods for depositing and withdrawing funds, as well as getting the current balance.",General,excellent
"Design a Java class to represent a car, with methods for getting and setting the make, model, and year.",General,excellent
"Write a PHP function that generates a random password of a specified length, using a mix of uppercase and lowercase letters, numbers, and special characters.",General,good
Build a simple web crawler in Python using Scrapy to extract data from a website.,General,good
"Generate a Python script that reads a CSV file and outputs the unique values in a specific column, formatted as a JSON object.",General,excellent
Make a JavaScript function that validates a credit card number using the Luhn algorithm.,General,excellent
I need some code,General,poor
"Create a Java program that reads a text file and counts the frequency of each word, ignoring case and punctuation.",General,good
"Design a C++ class to represent a graph with unweighted edges, and provide methods for adding nodes and edges, as well as finding the shortest path between two nodes.",General,excellent
"Write a Ruby script that simulates a coin toss game, with a player winning or losing based on the result of the toss.",General,good
Build a simple machine learning model in Python using scikit-learn to classify images.,General,good
"Generate a Go program that calculates the area and perimeter of a rectangle, given the length and width.",General,good
Make a C# program that reads a JSON file and extracts specific data into a new CSV file.,General,good
I need a program,General,poor
"Create a Python script that generates a password with at least 12 characters, including uppercase letters, lowercase letters, and digits. The password should not contain any of the user's name or birthdate. Return the password as a string.",General,excellent
Write a Java method that takes an array of integers and returns the maximum sum of a contiguous subarray.,General,excellent
Design a RESTful API endpoint to retrieve the top 10 most expensive items in an online store. The API should return a JSON object with the item names and prices.,General,excellent
Create a Python script that takes a list of numbers and returns the sum of the squares of the even numbers.,General,good
Write a JavaScript function that takes a string and returns the first occurrence of the word 'hello'.,General,good
Build a simple chatbot using Python and natural language processing techniques.,General,poor
Create a C++ program that takes two integers as input and returns their sum.,General,good
"Design a database schema to store information about books, including title, author, and publication date.",General,excellent
Write a Python function that takes a string and returns the string with all vowels removed.,General,good
Develop a machine learning model to predict stock prices using historical data.,General,good
Create a Python script that takes a list of strings and returns the longest string.,General,good
Implement a queue data structure using a linked list in Python.,General,excellent
Write a Java program that takes a string and returns the string with all spaces removed.,General,good
Design a GUI application using Python and the Tkinter library to display a list of items.,General,good
Create a C++ program that takes a list of integers and returns the maximum value.,General,excellent
Develop a web scraper using Python to extract information from a website.,General,good
Write a Python function that takes two lists of numbers and returns the dot product.,General,good
Create a Java program that takes a string and returns the string with all characters reversed.,General,good
Design a simple banking system using object-oriented programming in Java.,General,good
Implement a binary search algorithm in Python to find an element in a sorted list.,General,excellent
Create a Python script that takes a list of strings and returns the strings that contain the word 'python'.,General,good
Write a JavaScript function that takes a string and returns the string with all digits removed.,General,good
Develop a game using Python and the Pygame library to display a bouncing ball.,General,good
Create a C++ program that takes a string and returns the string with all vowels removed.,General,good
"Design a simple database to store information about students, including name, grade, and department.",General,excellent
Write a Python function that takes a string and returns the string with all spaces replaced with underscores.,General,good
Implement a stack data structure using a linked list in Python.,General,excellent
Create a Java program that takes a string and returns the string with all characters in uppercase.,General,good
Develop a simple machine learning model to predict house prices using historical data.,General,good
Create a Python script that takes a list of numbers and returns the average value.,General,good
Write a JavaScript function that takes a string and returns the string with all characters in lowercase.,General,good
Design a simple GUI application using Python and the PyQt library to display a list of items.,General,good
Create a C++ program that takes a list of integers and returns the sum of the squares of the even numbers.,General,good
Implement a binary search tree in Python to store a list of numbers.,General,excellent
Write a Python function that takes two lists of numbers and returns the cross product.,General,good
Develop a simple chatbot using JavaScript and natural language processing techniques.,General,poor
Create a Java program that takes a string and returns the string with all characters in reverse order.,General,good
Design a simple banking system using object-oriented programming in Python.,General,good
Create a Python script that takes a list of numbers and returns the maximum value.,General,good
Write a JavaScript function that takes a string and returns the string with all spaces replaced with underscores.,General,good
Implement a queue data structure using a linked list in Java.,General,excellent
Create a C++ program that takes a string and returns the string with all vowels removed.,General,good
"Design a simple database to store information about books, including title, author, and publication date.",General,excellent
Write a Python function that takes a string and returns the string with all digits removed.,General,good
Develop a machine learning model to predict stock prices using historical data.,General,good
Create a Java program that takes a list of integers and returns the sum of the squares of the even numbers.,General,good
"Create a Python script to generate a random quiz with 10 questions on history, with each question having 4 possible answers and the correct answer being a random choice between them, and save the quiz to a CSV file named 'history_quiz.csv'.",General,excellent
"Build a RESTful API using Node.js and Express to create, read, and update user information in a MongoDB database, using the Mongoose library.",General,excellent
Develop a web scraping tool using BeautifulSoup and Scrapy to extract information from a website about the latest news in technology.,General,good
"Make a script that checks if a password is strong or not, using Python.",General,good
"I need a script to create a simple calculator that can perform basic math operations like addition, subtraction, multiplication, and division.",General,good
"Create a Python script to generate a password of a given length and complexity using a combination of uppercase and lowercase letters, numbers, and special characters.",General,excellent
Write a Java program to find the prime numbers up to a given number.,General,good
I need a script to send an email from my server using Python.,General,good
"Design a data structure to represent a binary tree and provide methods to traverse the tree in-order, pre-order, and post-order.",General,excellent
Develop a chatbot using Python and the Natural Language Processing library NLTK.,General,good
Write a Python script to convert a PDF file to a Word document.,General,good
Create a web application using Flask and SQLite to display a list of books and their authors.,General,excellent
"Build a RESTful API using Ruby on Rails to create, read, and update user information in a MySQL database.",General,excellent
Develop a tool to automate the process of sending reminders to users using a scheduling library like schedule or APScheduler.,General,good
I need a script to extract data from an Excel file using Python.,General,good
"Create a Python script to generate a random password of a given length and complexity using a combination of uppercase and lowercase letters, numbers, and special characters.",General,excellent
Write a Java program to find the factorial of a given number.,General,good
Design a data structure to represent a graph and provide methods to add edges and vertices.,General,excellent
Develop a Python script to send an email from my server.,General,good
"Create a simple calculator that can perform basic math operations like addition, subtraction, multiplication, and division using Java.",General,good
Write a Python script to find the prime numbers up to a given number.,General,good
"Build a RESTful API using Django to create, read, and update user information in a PostgreSQL database.",General,excellent
Develop a tool to automate the process of sending reminders to users.,General,good
Create a web application using Ruby on Rails to display a list of books and their authors.,General,excellent
Write a Python script to convert a PDF file to a Word document.,General,good
I need a script to generate a random quiz with 10 questions on history.,General,poor
Create a Python script to send an email from my server using a scheduling library like schedule or APScheduler.,General,good
Develop a chatbot using Node.js and the Natural Language Processing library NLTK.,General,good
Design a data structure to represent a binary tree.,General,good
"Build a RESTful API using Python and the Flask framework to create, read, and update user information in a MongoDB database.",General,excellent
I need a script to extract data from an Excel file.,General,good
"Create a simple calculator that can perform basic math operations like addition, subtraction, multiplication, and division.",General,good
Write a Java program to find the prime numbers up to a given number.,General,good
Develop a Python script to convert a Word document to a PDF file.,General,good
Create a web application using Node.js and Express to display a list of books and their authors.,General,excellent
Design a data structure to represent a graph.,General,good
I need a script to send an email from my server.,General,good
"Build a RESTful API using Ruby on Rails to create, read, and update user information in a SQLite database.",General,excellent
Develop a tool to automate the process of sending reminders to users using Python.,General,good
Create a Python script to generate a random password of a given length and complexity.,General,excellent
Write a Python script to find the prime numbers up to a given number.,General,good
"Create a simple calculator that can perform basic math operations like addition, subtraction, multiplication, and division using Python.",General,good
I need a script to convert a PDF file to a Word document.,General,good
"Build a RESTful API using Node.js and Express to create, read, and update user information in a PostgreSQL database.",General,excellent
Develop a chatbot using Python and the Natural Language Processing library NLTK.,General,good
"Design a data structure to represent a binary tree and provide methods to traverse the tree in-order, pre-order, and post-order.",General,excellent
Create a Python script to extract data from an Excel file.,General,good
"I need a script to generate a random quiz with 10 questions on history, with each question having 4 possible answers and the correct answer being a random choice between them.",General,poor
"Build a RESTful API using Django to create, read, and update user information in a MySQL database.",General,excellent
Develop a tool to automate the process of sending reminders to users using a scheduling library like schedule or APScheduler.,General,good
Create a web application using Ruby on Rails to display a list of books and their authors.,General,excellent
Write a Java program to find the factorial of a given number.,General,good
Design a data structure to represent a graph and provide methods to add edges and vertices.,General,excellent
I need a script to send an email from my server using Python.,General,good
"Create a Python script to generate a password of a given length and complexity using a combination of uppercase and lowercase letters, numbers, and special characters.",General,excellent
Develop a chatbot using Node.js and the Natural Language Processing library NLTK.,General,good
"Create a simple calculator that can perform basic math operations like addition, subtraction, multiplication, and division.",General,good
"Build a RESTful API using Python and the Flask framework to create, read, and update user information in a PostgreSQL database.",General,excellent
"I'd like to generate a Python script to automate a task for a web scraping project. The task involves extracting product information from an e-commerce website. Please include error handling and a commented explanation of the code. The output should be a Python file named 'scrape.py'. Ensure the script can handle up to 100 concurrent requests and store the extracted data in a SQLite database, 'products.db'.",General,excellent
"Can you build a Java class to convert CSV files to JSON? The class should take a CSV file and an output directory as input, and produce a JSON file for each row in the CSV.",General,excellent
I need a JavaScript function to calculate the area of a rectangle. The function should take the length and width as arguments and return the area as a string 'x square units'.,General,good
Create a C++ program that prints 'Hello World!'.,General,good
What is the best way to store data in a database?,General,poor
I'd like to create an Android app that displays a list of items. The list should be sorted alphabetically and allow users to add new items. Can you provide a basic layout and code?,General,excellent
How do I use a library in my Python project?,General,poor
"Build a Node.js API to handle user authentication. The API should take a username and password as input, and authenticate the user using a predefined users array. Return a 200 status code if the user is authenticated, otherwise return a 401 status code.",General,excellent
Can you generate a PHP script to connect to a MySQL database and retrieve all the tables in the database?,General,good
"Create a Python class to represent a person. The class should have attributes for name, age, and occupation, and methods to display the person's information and update their age.",General,excellent
I need a C++ program that calculates the factorial of a number. The program should take an integer input and return the factorial as a string 'x'.,General,good
What is the difference between a for loop and a while loop?,General,poor
"I'd like to create a RESTful API using Flask to handle user requests. The API should be able to handle GET, POST, PUT, and DELETE requests. Can you provide a basic example?",General,excellent
Can you generate a Ruby script to scrape data from a website and store it in a CSV file?,General,good
"Create a Java class to represent a rectangle. The class should have attributes for width and height, and methods to calculate the area and perimeter of the rectangle.",General,excellent
I need a Bash script to calculate the sum of all numbers in a file. The script should take a file as input and return the sum as an integer.,General,good
What is object-oriented programming?,General,poor
I'd like to create an iOS app that displays a list of items. The list should be sorted alphabetically and allow users to add new items. Can you provide a basic layout and code?,General,excellent
Can you generate a PHP script to connect to a PostgreSQL database and retrieve all the tables in the database?,General,good
"Create a Python class to represent a bank account. The class should have attributes for account number, balance, and account holder's name, and methods to deposit and withdraw money.",General,excellent
I need a C++ program that sorts an array of integers in ascending order. The program should take an array and its size as input and return the sorted array.,General,good
What is the difference between a class and an object?,General,poor
I'd like to create a web page using HTML and CSS to display a list of items. The list should be sorted alphabetically and allow users to add new items. Can you provide a basic layout and code?,General,excellent
Can you generate a Java script to connect to a MySQL database and retrieve all the tables in the database?,General,good
Create a Python function to convert a CSV file to a JSON file. The function should take a CSV file as input and produce a JSON file as output.,General,excellent
I need a C++ program that calculates the square root of a number. The program should take a float input and return the square root as a float.,General,good
What is the best way to optimize the performance of a database?,General,poor
I'd like to create an Android app that displays a list of items. The list should be sorted alphabetically and allow users to add new items. Can you provide a basic layout and code?,General,excellent
Can you generate a PHP script to connect to a SQLite database and retrieve all the tables in the database?,General,good
"Create a Python class to represent a student. The class should have attributes for name, age, and grade, and methods to display the student's information and update their grade.",General,excellent
I need a Java program that prints 'Hello World!' in uppercase.,General,good
What is the difference between a getter and a setter?,General,poor
"I'd like to create a RESTful API using Django to handle user requests. The API should be able to handle GET, POST, PUT, and DELETE requests. Can you provide a basic example?",General,excellent
Can you generate a Bash script to calculate the factorial of a number. The script should take an integer input and return the factorial as a string 'x'.,General,good
Create a Python function to calculate the Fibonacci sequence up to a given number. The function should take an integer input and return the Fibonacci sequence as a list.,General,excellent
I need a C++ program that calculates the greatest common divisor (GCD) of two numbers. The program should take two integers as input and return the GCD as an integer.,General,good
What is recursion?,General,poor
I'd like to create an iOS app that displays a list of items. The list should be sorted alphabetically and allow users to add new items. Can you provide a basic layout and code?,General,excellent
Can you generate a PHP script to connect to a PostgreSQL database and retrieve all the tables in the database?,General,good
"Create a Python class to represent a book. The class should have attributes for title, author, and publication date, and methods to display the book's information and update its publication date.",General,excellent
I need a Java program that sorts an array of integers in descending order. The program should take an array and its size as input and return the sorted array.,General,good
What is the best way to handle errors in a program?,General,poor
I'd like to create a web page using HTML and CSS to display a list of items. The list should be sorted alphabetically and allow users to add new items. Can you provide a basic layout and code?,General,excellent
Can you generate a Python script to automate a task for a data entry project. The task involves extracting data from a spreadsheet and saving it to a CSV file. Please include error handling and a commented explanation of the code. The output should be a Python file named 'data_entry.py'. Ensure the script can handle up to 10 Excel files and store the extracted data in a CSV file named 'data.csv'.,General,excellent
Create a C++ program that calculates the median of a list of numbers. The program should take a list of integers as input and return the median as a float.,General,good
What is object composition?,General,poor
I'd like to create an Android app that displays a list of items. The list should be sorted alphabetically and allow users to add new items. Can you provide a basic layout and code?,General,excellent
Can you generate a Ruby script to scrape data from a website and store it in a CSV file?,General,good
"Create a Python class to represent a vehicle. The class should have attributes for make, model, year, and color, and methods to display the vehicle's information and update its color.",General,excellent
I need a Java program that prints a string 'Hello World!' with a newline character.,General,good
What is the difference between a stack and a queue?,General,poor
"I'd like to create a RESTful API using Express to handle user requests. The API should be able to handle GET, POST, PUT, and DELETE requests. Can you provide a basic example?",General,excellent
Can you generate a Bash script to calculate the sum of all numbers in a file. The script should take a file as input and return the sum as an integer.,General,good
Create a Python function to convert a JSON file to a CSV file. The function should take a JSON file as input and produce a CSV file as output.,General,excellent
I need a C++ program that sorts an array of integers in ascending order using quicksort. The program should take an array and its size as input and return the sorted array.,General,good
What is encapsulation?,General,poor
I'd like to create a web page using HTML and CSS to display a list of items. The list should be sorted alphabetically and allow users to add new items. Can you provide a basic layout and code?,General,excellent
Can you generate a Java script to connect to a PostgreSQL database and retrieve all the tables in the database?,General,good
"Create a Python class to represent a customer. The class should have attributes for name, email, and phone number, and methods to display the customer's information and update their phone number.",General,excellent
I need a Bash script to calculate the GCD of two numbers. The script should take two integers as input and return the GCD as an integer.,General,good
What is inheritance?,General,poor
I'd like to create an Android app that displays a list of items. The list should be sorted alphabetically and allow users to add new items. Can you provide a basic layout and code?,General,excellent
Can you generate a Ruby script to scrape data from a website and store it in a CSV file?,General,good
Create a Python function to calculate the average of a list of numbers. The function should take a list of floats as input and return the average as a float.,General,excellent
"Develop a Python script that takes user input and calculates the area of a rectangle given its length and width, and output the result in a formatted string.",General,excellent
"Write a Java function to check if a string is a palindrome, then test it with the string 'madam'.",General,excellent
